"inventory_position","shop_domain","product_key","product_id","product_gid","Handle","product_url","collection_url","canonical_url","title_current","vendor","product_type","tags","published_at","created_at","updated_at","variant_count","image_count","first_image_url","min_price","max_price","available","source","discovery_status","processing_status","notes","discovered_at"
"269","jeminise.com","jeminise.com+personalized-cozy-room-sophia-bookworm-reading-girl-blanket-book","8860456321223","","personalized-cozy-room-sophia-bookworm-reading-girl-blanket-book","https://jeminise.com/products/personalized-cozy-room-sophia-bookworm-reading-girl-blanket-book","https://jeminise.com/collections/all/products/personalized-cozy-room-sophia-bookworm-reading-girl-blanket-book","","Personalized Cozy Room Sophia Bookworm Reading Girl Blanket - Book","Jeminise","Blanket","amazon-import, amazon-parent-b0dj32wq8x, Blanket, Book Lover Blankets, Book Lover Gift, Custom Blanket, Personalized Blanket","2026-08-13T03:03:46-05:00","2026-08-13T02:48:52-05:00","2026-09-06T11:41:31-05:00","8","9","https://cdn.shopify.com/s/files/1/0792/5098/1063/files/d017cb4c8a7376ee68e0471efb875b481102ce8e7d511894dc86bb73676c0e04.jpg?v=1786607334","24.90","69.90","TRUE","collections/all/products.json","DISCOVERED","DISCOVERED","","2026-09-06T23:41:32.4166246+07:00"
"270","jeminise.com","jeminise.com+personalized-dark-haired-girl-reading-book-throw-blanket-book-lover","8860456288455","","personalized-dark-haired-girl-reading-book-throw-blanket-book-lover","https://jeminise.com/products/personalized-dark-haired-girl-reading-book-throw-blanket-book-lover","https://jeminise.com/collections/all/products/personalized-dark-haired-girl-reading-book-throw-blanket-book-lover","","Personalized Dark Haired Girl Reading Book Throw Blanket - Book Lover","Jeminise","Blanket","amazon-import, amazon-parent-b0dj32wq8x, Blanket, Book Lover Blankets, Book Lover Gift, Custom Blanket, Personalized Blanket","2026-08-13T03:03:45-05:00","2026-08-13T02:48:49-05:00","2026-09-06T11:41:31-05:00","32","7","https://cdn.shopify.com/s/files/1/0792/5098/1063/files/a6a69a3a428f30c3df58819d8a948c64fa0caaadcadc9b3671598c7ff167942a.jpg?v=1786607331","24.90","99.85","TRUE","collections/all/products.json","DISCOVERED","DISCOVERED","","2026-09-06T23:41:32.4166246+07:00"
"271","jeminise.com","jeminise.com+personalized-deer-couple-inside-heart-frame-comforter-with-buck-272c047bd6-272c047bd6","8834818310343","","personalized-deer-couple-inside-heart-frame-comforter-with-buck-272c047bd6-272c047bd6","https://jeminise.com/products/personalized-deer-couple-inside-heart-frame-comforter-with-buck-272c047bd6-272c047bd6","https://jeminise.com/collections/all/products/personalized-deer-couple-inside-heart-frame-comforter-with-buck-272c047bd6-272c047bd6","","Personalized Deer Couple Inside Heart Frame Comforter with Buck","Jeminise","Quilt","amazon-import, amazon-parent-b0dq834hd8, Couple Blanket, Custom Blanket, Family Blanket, Personalized Blanket, Quilt Set, Wildlife Quilt","2026-07-26T23:29:33-05:00","2026-07-26T17:32:00-05:00","2026-09-06T11:41:31-05:00","15","8","https://cdn.shopify.com/s/files/1/0792/5098/1063/files/c25149c0de791de2ce91ca5ff94fff5e688fc51079ab9adc1d96eb8f8e8aaa52.jpg?v=1785105122","51.90","116.90","TRUE","collections/all/products.json","DISCOVERED","DISCOVERED","","2026-09-06T23:41:32.4166246+07:00"
"272","jeminise.com","jeminise.com+personalized-deer-silhouettes-facing-each-other-comforter-with-buck-080b2bfdf6-080b2bfdf6","8834823454919","","personalized-deer-silhouettes-facing-each-other-comforter-with-buck-080b2bfdf6-080b2bfdf6","https://jeminise.com/products/personalized-deer-silhouettes-facing-each-other-comforter-with-buck-080b2bfdf6-080b2bfdf6","https://jeminise.com/collections/all/products/personalized-deer-silhouettes-facing-each-other-comforter-with-buck-080b2bfdf6-080b2bfdf6","","Personalized Deer Silhouettes Facing Each Other Comforter with Buck","Jeminise","Quilt","amazon-import, amazon-parent-b0dq834hd8, Couple Blanket, Couples & Family Blankets, Custom Blanket, Personalized Blanket, Quilt Set, Wildlife Quilt","2026-07-26T23:29:35-05:00","2026-07-26T17:36:53-05:00","2026-09-06T11:41:31-05:00","15","8","https://cdn.shopify.com/s/files/1/0792/5098/1063/files/e14fdba9e1e4ddf39348b178158159e783bd2d8b91a8e40390b104cef16caeff.jpg?v=1785105416","51.90","116.90","TRUE","collections/all/products.json","DISCOVERED","DISCOVERED","","2026-09-06T23:41:32.4166246+07:00"
"273","jeminise.com","jeminise.com+personalized-deer-silhouettes-forming-heart-outline-comforter-4b181475d7-4b181475d7","8834821357767","","personalized-deer-silhouettes-forming-heart-outline-comforter-4b181475d7-4b181475d7","https://jeminise.com/products/personalized-deer-silhouettes-forming-heart-outline-comforter-4b181475d7-4b181475d7","https://jeminise.com/collections/all/products/personalized-deer-silhouettes-forming-heart-outline-comforter-4b181475d7-4b181475d7","","Personalized Deer Silhouettes Forming Heart Outline Comforter","Jeminise","Quilt","amazon-import, amazon-parent-b0dq834hd8, Couple Blanket, Custom Blanket, Personalized Blanket, Quilt Set, Wildlife Quilt","2026-07-26T23:29:35-05:00","2026-07-26T17:35:19-05:00","2026-09-06T11:41:31-05:00","15","8","https://cdn.shopify.com/s/files/1/0792/5098/1063/files/ef22cb98a1d1beea7b62e2b2792f85698e42b56ff5b30af6ac259969e1970bc7.jpg?v=1785105321","51.90","116.90","TRUE","collections/all/products.json","DISCOVERED","DISCOVERED","","2026-09-06T23:41:32.4166246+07:00"
"274","jeminise.com","jeminise.com+personalized-desert-cactus-sunset-quilt-set-machine-washable-style","8859692138695","","personalized-desert-cactus-sunset-quilt-set-machine-washable-style","https://jeminise.com/products/personalized-desert-cactus-sunset-quilt-set-machine-washable-style","https://jeminise.com/collections/all/products/personalized-desert-cactus-sunset-quilt-set-machine-washable-style","","Personalized Desert Cactus Sunset Quilt Set, Machine Washable - Style","Jeminise","Quilt Sets","amazon-import, amazon-parent-b0fj1r1bh2, Cactus, Easy Care, Floral Quilt, Home Decor, Personalized Quilt, Quilt Set, Thoughtful Gift","2026-08-12T15:45:26-05:00","2026-08-12T15:36:55-05:00","2026-09-06T11:41:31-05:00","20","7","https://cdn.shopify.com/s/files/1/0792/5098/1063/files/8b1b56b3ac5b42e1ab3a6356a93dc55dfb9cc4a1badf2300e7aaf8230e3e6870.jpg?v=1786567017","56.90","126.90","TRUE","collections/all/products.json","DISCOVERED","DISCOVERED","","2026-09-06T23:41:32.4166246+07:00"
"275","jeminise.com","jeminise.com+personalized-desert-sunset-cactus-floral-quilt-set-machine-washable","8859686469831","","personalized-desert-sunset-cactus-floral-quilt-set-machine-washable","https://jeminise.com/products/personalized-desert-sunset-cactus-floral-quilt-set-machine-washable","https://jeminise.com/collections/all/products/personalized-desert-sunset-cactus-floral-quilt-set-machine-washable","","Personalized Desert Sunset Cactus Floral Quilt Set","Jeminise","Quilt Sets","Cactus, Couples & Family Blankets, Custom Blanket, Floral Quilt, Personalized Blanket, Quilt Set, Thoughtful Gift","2026-08-12T15:45:23-05:00","2026-08-12T15:31:54-05:00","2026-09-06T11:41:31-05:00","20","7","https://cdn.shopify.com/s/files/1/0792/5098/1063/files/e8f7634ab1a1d0bf34ea7aab139b6f58f3ff90e5703105db0cab88a60efcdcc6.jpg?v=1786566716","56.90","126.90","TRUE","collections/all/products.json","DISCOVERED","DISCOVERED","","2026-09-06T23:41:32.4166246+07:00"
"276","jeminise.com","jeminise.com+personalized-floral-cross-christian-affirmation-blanket-lightweight","8859760722119","","personalized-floral-cross-christian-affirmation-blanket-lightweight","https://jeminise.com/products/personalized-floral-cross-christian-affirmation-blanket-lightweight","https://jeminise.com/collections/all/products/personalized-floral-cross-christian-affirmation-blanket-lightweight","","Personalized Floral Cross Christian Affirmation Blanket, Lightweight","Jeminise","Blanket","amazon-import, amazon-parent-b0dj2zng8s, Blanket, Christian & Baptism Blanket, Christian & Baptism Blankets, Christian & Baptism Comforter, Christian Blanket, Custom Blanket, Personalized Blanket","2026-08-12T16:49:17-05:00","2026-08-12T16:42:37-05:00","2026-09-06T11:41:31-05:00","16","5","https://cdn.shopify.com/s/files/1/0792/5098/1063/files/628249eb606d00371761b3392b0ba1d09d64bac85369f9a77857d89f08028a3f_60119e27-e977-4889-9b5f-a1a6fda40f51.jpg?v=1786570960","24.90","89.85","TRUE","collections/all/products.json","DISCOVERED","DISCOVERED","","2026-09-06T23:41:32.4166246+07:00"
"277","jeminise.com","jeminise.com+personalized-floral-cross-god-says-throw-blanket-lightweight-god","8859759149255","","personalized-floral-cross-god-says-throw-blanket-lightweight-god","https://jeminise.com/products/personalized-floral-cross-god-says-throw-blanket-lightweight-god","https://jeminise.com/collections/all/products/personalized-floral-cross-god-says-throw-blanket-lightweight-god","","Personalized Floral Cross God Says Throw Blanket, Lightweight - God","Jeminise","Blanket","amazon-import, amazon-parent-b0dj2zng8s, Blanket, Christian & Baptism Blankets, Christian & Baptism Comforter, Custom Blanket, Personalized Blanket, Thoughtful Gift","2026-08-12T16:49:13-05:00","2026-08-12T16:41:26-05:00","2026-09-06T11:41:31-05:00","16","8","https://cdn.shopify.com/s/files/1/0792/5098/1063/files/abd0079b85acf4ae28307bde4c17517bc45f5e2ac4847ac5bcbefc80f3941dc9.jpg?v=1786570888","22.90","87.85","TRUE","collections/all/products.json","DISCOVERED","DISCOVERED","","2026-09-06T23:41:32.4166246+07:00"
"278","jeminise.com","jeminise.com+personalized-floral-cross-personalized-text-blanket-lightweight","8859760230599","","personalized-floral-cross-personalized-text-blanket-lightweight","https://jeminise.com/products/personalized-floral-cross-personalized-text-blanket-lightweight","https://jeminise.com/collections/all/products/personalized-floral-cross-personalized-text-blanket-lightweight","","Personalized Floral Cross Personalized Text Blanket, Lightweight","Jeminise","Blanket","amazon-import, amazon-parent-b0dj2zng8s, Bible Verse Gift, Blanket, Christian & Baptism Blankets, Christian & Baptism Comforter, Christian Gift, Custom Blanket, Inspirational Gift, Personalized Blanket","2026-08-12T16:49:15-05:00","2026-08-12T16:42:18-05:00","2026-09-06T11:41:31-05:00","16","6","https://cdn.shopify.com/s/files/1/0792/5098/1063/files/628249eb606d00371761b3392b0ba1d09d64bac85369f9a77857d89f08028a3f.jpg?v=1786570941","24.90","89.85","TRUE","collections/all/products.json","DISCOVERED","DISCOVERED","","2026-09-06T23:41:32.4166246+07:00"
"279","jeminise.com","jeminise.com+personalized-floral-line-art-girl-reading-blanket-throw-book-lover","8860455895239","","personalized-floral-line-art-girl-reading-blanket-throw-book-lover","https://jeminise.com/products/personalized-floral-line-art-girl-reading-blanket-throw-book-lover","https://jeminise.com/collections/all/products/personalized-floral-line-art-girl-reading-blanket-throw-book-lover","","Personalized Floral Line-Art Girl Reading Blanket Throw - Book Lover","Jeminise","Blanket","amazon-import, amazon-parent-b0dj32wq8x, Blanket, Book Lover Blankets, Book Lover Gift, Custom Blanket, Jeminise Exclusive, Personalized Blanket, Reading Blanket","2026-08-13T03:03:42-05:00","2026-08-13T02:47:31-05:00","2026-09-06T11:41:31-05:00","32","6","https://cdn.shopify.com/s/files/1/0792/5098/1063/files/6e68281919332f3a098761dad93a95547c769613188ae60e84af4f17252b6164.jpg?v=1786607254","24.90","94.85","TRUE","collections/all/products.json","DISCOVERED","DISCOVERED","","2026-09-06T23:41:32.4166246+07:00"
"280","jeminise.com","jeminise.com+personalized-flowering-cactus-succulent-garden-quilt-set-design-5","8859696496839","","personalized-flowering-cactus-succulent-garden-quilt-set-design-5","https://jeminise.com/products/personalized-flowering-cactus-succulent-garden-quilt-set-design-5","https://jeminise.com/collections/all/products/personalized-flowering-cactus-succulent-garden-quilt-set-design-5","","Personalized Flowering Cactus & Succulent Garden Quilt Set - Design 5","Jeminise","Quilt Sets","amazon-import, amazon-parent-b0fj1r1bh2, Cactus, Easy Care, Floral Quilt, Home Decor, Quilt Set","2026-08-12T15:45:31-05:00","2026-08-12T15:39:04-05:00","2026-09-06T11:41:31-05:00","20","7","https://cdn.shopify.com/s/files/1/0792/5098/1063/files/379c1c6d032875b0f78643f1b38cf9afee16f21bda48c57274dde1a9c35b83f8.jpg?v=1786567146","56.90","126.90","TRUE","collections/all/products.json","DISCOVERED","DISCOVERED","","2026-09-06T23:41:32.4166246+07:00"
"281","jeminise.com","jeminise.com+personalized-flowering-cactus-succulent-garden-quilt-set-style-7","8859690631367","","personalized-flowering-cactus-succulent-garden-quilt-set-style-7","https://jeminise.com/products/personalized-flowering-cactus-succulent-garden-quilt-set-style-7","https://jeminise.com/collections/all/products/personalized-flowering-cactus-succulent-garden-quilt-set-style-7","","Personalized Flowering Cactus & Succulent Garden Quilt Set - Style #7","Jeminise","Quilt Sets","amazon-import, amazon-parent-b0fj1r1bh2, Custom Blanket, Floral Quilt, Personalized Blanket, Quilt Set, Thoughtful Gift","2026-08-12T15:45:24-05:00","2026-08-12T15:35:48-05:00","2026-09-06T11:41:31-05:00","20","7","https://cdn.shopify.com/s/files/1/0792/5098/1063/files/1f70fc037a17b577477c130373dab04c96bbb5092530c8274b5bcb88d727f1c5.jpg?v=1786566950","56.90","126.90","TRUE","collections/all/products.json","DISCOVERED","DISCOVERED","","2026-09-06T23:41:32.4166246+07:00"
"282","jeminise.com","jeminise.com+personalized-girl-glasses-reading-on-newspaper-pattern-throw-blanket","8860456157383","","personalized-girl-glasses-reading-on-newspaper-pattern-throw-blanket","https://jeminise.com/products/personalized-girl-glasses-reading-on-newspaper-pattern-throw-blanket","https://jeminise.com/collections/all/products/personalized-girl-glasses-reading-on-newspaper-pattern-throw-blanket","","Personalized Girl Glasses Reading on Newspaper Pattern Throw Blanket","Jeminise","Blanket","amazon-import, amazon-parent-b0dj32wq8x, Birthday Gift, Blanket, Book Lover, Book Lover Blankets, Book Lover Gift, Christmas Gift, Custom Blanket, Personalized Blanket","2026-08-13T03:03:44-05:00","2026-08-13T02:48:24-05:00","2026-09-06T11:41:31-05:00","8","9","https://cdn.shopify.com/s/files/1/0792/5098/1063/files/2f1e1db7245301c11b93122f6eb6342a93ef709e296572c579bb6efed054ff56.jpg?v=1786607307","24.90","74.90","TRUE","collections/all/products.json","DISCOVERED","DISCOVERED","","2026-09-06T23:41:32.4166246+07:00"
"283","jeminise.com","jeminise.com+personalized-girl-in-glasses-reading-book-throw-blanket-book-lover","8860456059079","","personalized-girl-in-glasses-reading-book-throw-blanket-book-lover","https://jeminise.com/products/personalized-girl-in-glasses-reading-book-throw-blanket-book-lover","https://jeminise.com/collections/all/products/personalized-girl-in-glasses-reading-book-throw-blanket-book-lover","","Personalized Girl in Glasses Reading Book Throw Blanket - Book Lover","Jeminise","Blanket","amazon-import, amazon-parent-b0dj32wq8x, Blanket, Book Lover Blankets, Book Lover Gift, Custom Blanket, Personalized Blanket, Thoughtful Gift","2026-08-13T03:03:43-05:00","2026-08-13T02:48:08-05:00","2026-09-06T11:41:31-05:00","32","7","https://cdn.shopify.com/s/files/1/0792/5098/1063/files/df64c754f0eddfa785f6ab62ce9d1d455a9d2cd7d075fe3a39516c073ca8f9b9.jpg?v=1786607290","24.90","94.85","TRUE","collections/all/products.json","DISCOVERED","DISCOVERED","","2026-09-06T23:41:32.4166246+07:00"
"284","jeminise.com","jeminise.com+personalized-girl-messy-bun-reading-book-and-holding-mug-throw-blanket","8860456550599","","personalized-girl-messy-bun-reading-book-and-holding-mug-throw-blanket","https://jeminise.com/products/personalized-girl-messy-bun-reading-book-and-holding-mug-throw-blanket","https://jeminise.com/collections/all/products/personalized-girl-messy-bun-reading-book-and-holding-mug-throw-blanket","","Personalized Girl Messy Bun Reading Book and Holding Mug Throw Blanket","Jeminise","Blanket","amazon-import, amazon-parent-b0dj32wq8x, Birthday Gift, Blanket, Book Lover Blankets, Book Lover Gift, Christmas Blankets, Custom Blanket, Personalized Blanket","2026-08-13T03:03:49-05:00","2026-08-13T02:49:27-05:00","2026-09-06T11:41:31-05:00","32","7","https://cdn.shopify.com/s/files/1/0792/5098/1063/files/7a3c49003c2230e294698766b4242437d1d423daec25922ec03160fd2185dbc8.jpg?v=1786607369","24.90","94.85","TRUE","collections/all/products.json","DISCOVERED","DISCOVERED","","2026-09-06T23:41:32.4166246+07:00"
"285","jeminise.com","jeminise.com+personalized-girl-reading-in-front-of-book-bookshelf-throw-design-8","8860455960775","","personalized-girl-reading-in-front-of-book-bookshelf-throw-design-8","https://jeminise.com/products/personalized-girl-reading-in-front-of-book-bookshelf-throw-design-8","https://jeminise.com/collections/all/products/personalized-girl-reading-in-front-of-book-bookshelf-throw-design-8","","Personalized Girl Reading in Front of Book Bookshelf Throw - Design 8","Jeminise","Blanket","amazon-import, amazon-parent-b0dj32wq8x, Birthday Gift, Blanket, Book Lover Blankets, Book Lover Gift, Christmas Gift, Custom Blanket, Daughter Gift, Personalized Blanket","2026-08-13T03:03:42-05:00","2026-08-13T02:47:43-05:00","2026-09-06T11:41:31-05:00","32","7","https://cdn.shopify.com/s/files/1/0792/5098/1063/files/d70086edc97b329e4d210322ca7e9f70f1c8347407075634a77e80aeba9c309c.jpg?v=1786607265","24.90","99.85","TRUE","collections/all/products.json","DISCOVERED","DISCOVERED","","2026-09-06T23:41:32.4166246+07:00"
"286","jeminise.com","jeminise.com+personalized-hunting-and-outdoor-comforter-with-deer-antlers-4e13e688e0-4e13e688e0","8834824896711","","personalized-hunting-and-outdoor-comforter-with-deer-antlers-4e13e688e0-4e13e688e0","https://jeminise.com/products/personalized-hunting-and-outdoor-comforter-with-deer-antlers-4e13e688e0-4e13e688e0","https://jeminise.com/collections/all/products/personalized-hunting-and-outdoor-comforter-with-deer-antlers-4e13e688e0-4e13e688e0","","Personalized Hunting and Outdoor Comforter with Deer Antlers","Jeminise","Quilt","amazon-import, amazon-parent-b0dq834hd8, Couple Blanket, Custom Blanket, Personalized Blanket, Quilt Set, Wildlife Quilt","2026-07-26T23:29:36-05:00","2026-07-26T17:38:09-05:00","2026-09-06T11:41:31-05:00","15","8","https://cdn.shopify.com/s/files/1/0792/5098/1063/files/6c7ef349a0b6626613d0259952d02b52c6e9537498da1ec89e4109732466e610.jpg?v=1785105491","51.90","116.90","TRUE","collections/all/products.json","DISCOVERED","DISCOVERED","","2026-09-06T23:41:32.4166246+07:00"
"287","jeminise.com","jeminise.com+personalized-just-a-girl-who-loves-books-blanket-custom-name-book","8860456714439","","personalized-just-a-girl-who-loves-books-blanket-custom-name-book","https://jeminise.com/products/personalized-just-a-girl-who-loves-books-blanket-custom-name-book","https://jeminise.com/collections/all/products/personalized-just-a-girl-who-loves-books-blanket-custom-name-book","","Personalized Just A Girl Who Loves Books Blanket - Custom Name Book","Jeminise","Blanket","amazon-import, amazon-parent-b0dj32wq8x, Blanket, Book Lover Blankets, Book Lover Gift, Custom Blanket, Personalized Blanket","2026-08-13T03:03:51-05:00","2026-08-13T02:49:56-05:00","2026-09-06T11:41:31-05:00","16","9","https://cdn.shopify.com/s/files/1/0792/5098/1063/files/52f0bc8a65cc2a179404f8f908149a3d2f9be217973d39ecef86b4dcc5f7c203.jpg?v=1786607398","24.90","94.85","TRUE","collections/all/products.json","DISCOVERED","DISCOVERED","","2026-09-06T23:41:32.4166246+07:00"
"288","jeminise.com","jeminise.com+personalized-love-and-relationships-quilt-with-photo-and-heart-644d558a8f-644d558a8f","8834788524231","","personalized-love-and-relationships-quilt-with-photo-and-heart-644d558a8f-644d558a8f","https://jeminise.com/products/personalized-love-and-relationships-quilt-with-photo-and-heart-644d558a8f-644d558a8f","https://jeminise.com/collections/all/products/personalized-love-and-relationships-quilt-with-photo-and-heart-644d558a8f-644d558a8f","","Personalized Love and Relationships Quilt with Photo and Heart","Jeminise","Quilt","amazon-import, amazon-parent-b0djy5ywty, Couples & Family Blankets, Custom Blanket, Family Blanket, Family Gift, Personalized Blanket, Quilt Set","2026-07-26T17:08:43-05:00","2026-07-26T17:04:26-05:00","2026-09-06T11:41:31-05:00","15","7","https://cdn.shopify.com/s/files/1/0792/5098/1063/files/87ef94cb89cfc7f667fe98ebb30b6baa20e1aa98628de4b58a26b6a3078e617a.jpg?v=1785103468","51.90","111.90","TRUE","collections/all/products.json","DISCOVERED","DISCOVERED","","2026-09-06T23:41:32.4166246+07:00"
"289","jeminise.com","jeminise.com+personalized-morning-affirmations-floral-blanket-lightweight","8859758362823","","personalized-morning-affirmations-floral-blanket-lightweight","https://jeminise.com/products/personalized-morning-affirmations-floral-blanket-lightweight","https://jeminise.com/collections/all/products/personalized-morning-affirmations-floral-blanket-lightweight","","Personalized Morning Affirmations Floral Blanket, Lightweight","Jeminise","Blanket","amazon-import, amazon-parent-b0dj2zng8s, Blanket, Christian & Baptism Blankets, Christian & Baptism Comforter, Christian & Baptism Quilt, Custom Blanket, Personalized Blanket","2026-08-12T16:49:12-05:00","2026-08-12T16:41:04-05:00","2026-09-06T11:41:31-05:00","16","6","https://cdn.shopify.com/s/files/1/0792/5098/1063/files/24d8970a540d5788f2db3c3950e3f2409debf434a1c60ba149b4431e0e201a6d.jpg?v=1786570866","24.90","89.85","TRUE","collections/all/products.json","DISCOVERED","DISCOVERED","","2026-09-06T23:41:32.4166246+07:00"
"290","jeminise.com","jeminise.com+personalized-mosaic-tree-of-life-quilt-sets-machine-wa-mosaic-style","8859736867015","","personalized-mosaic-tree-of-life-quilt-sets-machine-wa-mosaic-style","https://jeminise.com/products/personalized-mosaic-tree-of-life-quilt-sets-machine-wa-mosaic-style","https://jeminise.com/collections/all/products/personalized-mosaic-tree-of-life-quilt-sets-machine-wa-mosaic-style","","Personalized Mosaic Tree of Life Quilt Sets, Machine Wa - Mosaic Style","Jeminise","Quilt Sets","amazon-import, amazon-parent-b0dnq35hcn, Custom Blanket, Personalized Blanket, Quilt Set, Thoughtful Gift, Tree of Life Quilt","2026-08-12T16:24:43-05:00","2026-08-12T16:18:57-05:00","2026-09-06T11:41:31-05:00","20","7","https://cdn.shopify.com/s/files/1/0792/5098/1063/files/68859db1848da7120f257825bc128c3a988c946d57377e53461facf67484a8d5.jpg?v=1786569539","56.90","126.90","TRUE","collections/all/products.json","DISCOVERED","DISCOVERED","","2026-09-06T23:41:32.4166246+07:00"
"291","jeminise.com","jeminise.com+personalized-reading-girl-on-book-with-flowers-blanket-book-lover","8860441968839","","personalized-reading-girl-on-book-with-flowers-blanket-book-lover","https://jeminise.com/products/personalized-reading-girl-on-book-with-flowers-blanket-book-lover","https://jeminise.com/collections/all/products/personalized-reading-girl-on-book-with-flowers-blanket-book-lover","","Personalized Reading Girl on Book with Flowers Blanket - Book Lover","Jeminise","Blanket","amazon-import, amazon-parent-b0dj32wq8x, Best Friend Blanket, Blanket, Book Lover Blankets, Book Lover Gift, Daughter Blanket, Personalized Blanket, Sister Blanket","2026-08-13T02:45:24-05:00","2026-08-13T02:41:40-05:00","2026-09-06T11:41:31-05:00","32","7","https://cdn.shopify.com/s/files/1/0792/5098/1063/files/aba2f181c610d7577b89677105bc7c8e87a0d4bf7f61ff535dfd6214ced85787.jpg?v=1786606902","24.90","99.85","TRUE","collections/all/products.json","DISCOVERED","DISCOVERED","","2026-09-06T23:41:32.4166246+07:00"
"292","jeminise.com","jeminise.com+personalized-reading-girl-on-heart-bookshelf-throw-blanket-book","8860456255687","","personalized-reading-girl-on-heart-bookshelf-throw-blanket-book","https://jeminise.com/products/personalized-reading-girl-on-heart-bookshelf-throw-blanket-book","https://jeminise.com/collections/all/products/personalized-reading-girl-on-heart-bookshelf-throw-blanket-book","","Personalized Reading Girl on Heart Bookshelf Throw Blanket - Book","Jeminise","Blanket","amazon-import, amazon-parent-b0dj32wq8x, Birthday Gift, Blanket, Book Lover, Book Lover Blankets, Book Lover Gift, Christmas Gift, Custom Blanket, Personalized Blanket","2026-08-13T03:03:45-05:00","2026-08-13T02:48:42-05:00","2026-09-06T11:41:31-05:00","8","9","https://cdn.shopify.com/s/files/1/0792/5098/1063/files/618e4802da8df1066344bf831c81765e29a5af9371d35764336bc7f19b43acf3.jpg?v=1786607324","24.90","69.90","TRUE","collections/all/products.json","DISCOVERED","DISCOVERED","","2026-09-06T23:41:32.4166246+07:00"
"293","jeminise.com","jeminise.com+personalized-s-day-mother-and-daughter-quilt-with-photo-and-daisies-8dd40d7242-8dd40d7242","8834789572807","","personalized-s-day-mother-and-daughter-quilt-with-photo-and-daisies-8dd40d7242-8dd40d7242","https://jeminise.com/products/personalized-s-day-mother-and-daughter-quilt-with-photo-and-daisies-8dd40d7242-8dd40d7242","https://jeminise.com/collections/all/products/personalized-s-day-mother-and-daughter-quilt-with-photo-and-daisies-8dd40d7242-8dd40d7242","","Personalized S Day Mother and Daughter Quilt with Photo and Daisies","Jeminise","Quilt","amazon-import, amazon-parent-b0djy5ywty, Blanket, Custom Blanket, Family Blanket, Mom Blanket, Mom Gift, Personalized Blanket","2026-07-26T17:08:43-05:00","2026-07-26T17:05:30-05:00","2026-09-06T11:41:31-05:00","15","7","https://cdn.shopify.com/s/files/1/0792/5098/1063/files/123726973da79f6d2abed9ab3b9d801262c4d357085ffc54ce3f55125381a369.jpg?v=1785103532","51.90","111.90","TRUE","collections/all/products.json","DISCOVERED","DISCOVERED","","2026-09-06T23:41:32.4166246+07:00"
"294","jeminise.com","jeminise.com+personalized-seasonal-bookworms-sophia-reading-girl-throw-blanket","8860456091847","","personalized-seasonal-bookworms-sophia-reading-girl-throw-blanket","https://jeminise.com/products/personalized-seasonal-bookworms-sophia-reading-girl-throw-blanket","https://jeminise.com/collections/all/products/personalized-seasonal-bookworms-sophia-reading-girl-throw-blanket","","Personalized Seasonal Bookworms Sophia Reading Girl Throw Blanket","Jeminise","Blanket","amazon-import, amazon-parent-b0dj32wq8x, Birthday Gift, Blanket, Book Lover Blankets, Book Lover Gift, Christmas Gift, Custom Blanket, Personalized Blanket","2026-08-13T03:03:44-05:00","2026-08-13T02:48:13-05:00","2026-09-06T11:41:31-05:00","8","9","https://cdn.shopify.com/s/files/1/0792/5098/1063/files/e3907ab876eb751a3b9fe680986099ca55089540cd1489d8f98899be15507deb.jpg?v=1786607295","24.90","74.90","TRUE","collections/all/products.json","DISCOVERED","DISCOVERED","","2026-09-06T23:41:32.4166246+07:00"
"295","jeminise.com","jeminise.com+personalized-southwestern-wolf-head-with-geometric-patterns-comforter-1d03ff91e5-1d03ff91e5","8837151555783","","personalized-southwestern-wolf-head-with-geometric-patterns-comforter-1d03ff91e5-1d03ff91e5","https://jeminise.com/products/personalized-southwestern-wolf-head-with-geometric-patterns-comforter-1d03ff91e5-1d03ff91e5","https://jeminise.com/collections/all/products/personalized-southwestern-wolf-head-with-geometric-patterns-comforter-1d03ff91e5-1d03ff91e5","","Personalized Southwestern Wolf Head with Geometric Patterns Quilt","Jeminise","Quilt","amazon-import, amazon-parent-b0d6txgk88, Custom Blanket, Family Blanket, Personalized Blanket, Quilt Set, Wildlife Quilt","2026-07-27T14:50:50-05:00","2026-07-27T14:48:34-05:00","2026-09-06T11:41:31-05:00","10","5","https://cdn.shopify.com/s/files/1/0792/5098/1063/files/847f824292d3a6c9b5e7da61f52d1e116debc17025fec4ed6c5ce9638c6a728c.jpg?v=1785181716","49.90","109.90","TRUE","collections/all/products.json","DISCOVERED","DISCOVERED","","2026-09-06T23:41:32.4166246+07:00"
